paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name
6f803c1729ed818ef6a5ee28cf23b3c6ca9e4291,https://www.semanticscholar.org/paper/6f803c1729ed818ef6a5ee28cf23b3c6ca9e4291,Advancing Biosensors with Machine Learning.,"Chemometrics play a critical role in biosensors-based detection, analysis, and diagnosis. Nowadays, as a branch of artificial intelligence (AI), machine learning (ML) have achieved impressive advances. However, novel advanced ML methods, especially deep learning, which is famous for image analysis, facial recognition, and speech recognition, has remained relatively elusive to the biosensor community. Herein, how ML can be beneficial to biosensors is systematically discussed. The advantages and drawbacks of most popular ML algorithms are summarized on the basis of sensing data analysis. Specially, deep learning methods such as convolutional neural network (CNN) and recurrent neural network (RNN) are emphasized. Diverse ML-assisted electrochemical biosensors, wearable electronics, SERS and other spectra-based biosensors, fluorescence biosensors and colorimetric biosensors are comprehensively discussed. Furthermore, biosensor networks and multibiosensor data fusion are introduced. This review will nicely bridge ML with biosensors, and greatly expand chemometrics for detection, analysis, and diagnosis.",2020,151,93,1,false,Medicine,11555660,Feiyun Cui,51315458,Yun Yue,Computer Science,,2153913604,Yi Zhang,7969330,Ziming Zhang,2107209242,H. S. Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f40a75802dcff2278f24c22205952b0b330285,https://www.semanticscholar.org/paper/81f40a75802dcff2278f24c22205952b0b330285,Power Utility Nontechnical Loss Analysis With Extreme Learning Machine Method,"This paper presents a new approach to nontechnical loss (NTL) analysis for utilities using the modern computational technique extreme learning machine (ELM). Nontechnical losses represent a significant proportion of electricity losses in both developing and developed countries. The ELM-based approach presented here uses customer load-profile information to expose abnormal behavior that is known to be highly correlated with NTL activities. This approach provides a method of data mining for this purpose, and it involves extracting patterns of customer behavior from historical kWh consumption data. The results yield classification classes that are used to reveal whether any significant behavior that emerges is due to irregularities in consumption. In this paper, ELM and online sequential-ELM (OS-ELM) algorithms are both used to achieve an improved classification performance and to increase accuracy of results. A comparison of this approach with other classification techniques, such as the support vector machine (SVM) algorithm, is also undertaken and the ELM performance and accuracy in NTL analysis is shown to be superior.",2008,28,323,7,false,Engineering,123743835,A. Nizar,144402926,Z. Dong,,,51267860,Y. Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e7f5455e0ed81de16f9327ffc12093ec8245cf7,https://www.semanticscholar.org/paper/3e7f5455e0ed81de16f9327ffc12093ec8245cf7,Multiview Privileged Support Vector Machines,"Multiview learning (MVL), by exploiting the complementary information among multiple feature sets, can improve the performance of many existing learning tasks. Support vector machine (SVM)-based models have been frequently used for MVL. A typical SVM-based MVL model is SVM-2K, which extends SVM for MVL by using the distance minimization version of kernel canonical correlation analysis. However, SVM-2K cannot fully unleash the power of the complementary information among different feature views. Recently, a framework of learning using privileged information (LUPI) has been proposed to model data with complementary information. Motivated by LUPI, we propose a new multiview privileged SVM model, multi-view privileged SVM model (PSVM-2V), for MVL. This brings a new perspective that extends LUPI to MVL. The optimization of PSVM-2V can be solved by the classical quadratic programming solver. We theoretically analyze the performance of PSVM-2V from the viewpoints of the consensus principle, the generalization error bound, and the SVM-2K learning model. Experimental results on 95 binary data sets demonstrate the effectiveness of the proposed method.",2018,49,73,4,false,Computer Science,48252042,Jingjing Tang,143790318,Ying-jie Tian,Medicine,,2151332283,Peng Zhang,87180246,Xiaohui Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5d086119d31272a2fa3efdf4dcd9222e071c723,https://www.semanticscholar.org/paper/b5d086119d31272a2fa3efdf4dcd9222e071c723,Regroup: interactive machine learning for on-demand group creation in social networks,"We present ReGroup, a novel end-user interactive machine learning system for helping people create custom, on demand groups in online social networks. As a person adds members to a group, ReGroup iteratively learns a probabilistic model of group membership specific to that group. ReGroup then uses its currently learned model to suggest additional members and group characteristics for filtering. Our evaluation shows that ReGroup is effective for helping people create large and varied groups, whereas traditional methods (searching by name or selecting from an alphabetical list) are better suited for small groups whose members can be easily recalled by name. By facilitating on demand group creation, ReGroup can enable in-context sharing and potentially encourage better online privacy practices. In addition, applying interactive machine learning to social network group creation introduces several challenges for designing effective end-user interaction with machine learning. We identify these challenges and discuss how we address them in ReGroup.",2012,58,155,19,false,Computer Science,1719124,Saleema Amershi,145504534,J. Fogarty,,,1780531,Daniel S. Weld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbc3d8b04d37b2d4155f081cd423380220a91f13,https://www.semanticscholar.org/paper/cbc3d8b04d37b2d4155f081cd423380220a91f13,"SVM Tutorial - Classification, Regression and Ranking",,2012,33,156,13,false,Computer Science,1723357,Hwanjo Yu,2109571207,Sungchul Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ff2ba8bd2658817c780b450028040ba78a10681,https://www.semanticscholar.org/paper/3ff2ba8bd2658817c780b450028040ba78a10681,Hardware for machine learning: Challenges and opportunities,"Machine learning plays a critical role in extracting meaningful information out of the zetabytes of sensor data collected every day. For some applications, the goal is to analyze and understand the data to identify trends (e.g., surveillance, portable/wearable electronics); in other applications, the goal is to take immediate action based the data (e.g., robotics/drones, self-driving cars, smart Internet of Things). For many of these applications, local embedded processing near the sensor is preferred over the cloud due to privacy or latency concerns, or hmitations in the communication bandwidth. However, at the sensor there are often stringent constraints on energy consumption and cost in addition to throughput and accuracy requirements. Furthermore, flexibility is often required such that the processing can be adapted for different applications or environments (e.g., update the weights and model in the classifier). In many applications, machine learning often involves transforming the input data into a higher dimensional space, which, along with programmable weights, increases data movement and consequently energy consumption. In this paper, we will discuss how these challenges can be addressed at various levels of hardware design ranging from architecture, hardware-friendly algorithms, mixed-signal circuits, and advanced technologies (including memories and sensors).",2016,84,137,10,true,Computer Science,1691305,V. Sze,50579876,Yu-hsin Chen,,,1399426866,Joel Einer,2071741,Amr Suleiman,48805472,Zhengdong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94187ef33e34af2cdb42502083c6f9b4c3f5ba6b,https://www.semanticscholar.org/paper/94187ef33e34af2cdb42502083c6f9b4c3f5ba6b,Practical Black-Box Attacks against Deep Learning Systems using Adversarial Examples,"Advances in deep learning have led to the broad adoption of Deep Neural Networks (DNNs) to a range of important machine learning problems, e.g., guiding autonomous vehicles, speech recognition, malware detection. Yet, machine learning models, including DNNs, were shown to be vulnerable to adversarial samples-subtly (and often humanly indistinguishably) modified malicious inputs crafted to compromise the integrity of their outputs. Adversarial examples thus enable adversaries to manipulate system behaviors. Potential attacks include attempts to control the behavior of vehicles, have spam content identified as legitimate content, or have malware identified as legitimate software. Adversarial examples are known to transfer from one model to another, even if the second model has a different architecture or was trained on a different set. We introduce the first practical demonstration that this cross-model transfer phenomenon enables attackers to control a remotely hosted DNN with no access to the model, its parameters, or its training data. In our demonstration, we only assume that the adversary can observe outputs from the target DNN given inputs chosen by the adversary. We introduce the attack strategy of fitting a substitute model to the input-output pairs in this manner, then crafting adversarial examples based on this auxiliary model. We evaluate the approach on existing DNN datasets and real-world settings. In one experiment, we force a DNN supported by MetaMind (one of the online APIs for DNN classifiers) to mis-classify inputs at a rate of 84.24%. We conclude with experiments exploring why adversarial samples transfer between DNNs, and a discussion on the applicability of our attack when targeting machine learning algorithms distinct from DNNs.",2016,47,442,46,false,Computer Science,1967156,Nicolas Papernot,144061974,P. Mcdaniel,,,153440022,Ian J. Goodfellow,1680133,S. Jha,144643812,Z. B. Celik,144231976,A. Swami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc9cd080b16405267fbfa8b28e027ca62c873b5e,https://www.semanticscholar.org/paper/cc9cd080b16405267fbfa8b28e027ca62c873b5e,An iterative learning control method with application for CNC machine tools,"A PID (proportional, integral, and derivative) iterative learning controller is proposed for precise tracking control of industrial robots and CNC (computer numerical control) machine tools performing repetitive tasks. The convergence of the output error by the proposed learning controller is guaranteed under a certain condition even when system parameters are not known exactly and periodic disturbances exist. In actual implementation, the distance difference between the desired path and the actual machined path, which is one of the most significant factors in the evaluation of control performance of industrial robots and CNC machine tools, is reduced in machining a circle with depth on the aluminum workpiece as the proposed learning algorithm repeats. Experimental results demonstrate that the proposed PID learning controller can improve machining accuracy when the CNC machine tool performs repetitive tasks in machining.<<ETX>>",1993,10,103,4,false,Engineering,2109397772,D. Kim,2153591169,S. Kim,Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95d8ab48f213e01f33c3af0b34a0cc0e4fba9349,https://www.semanticscholar.org/paper/95d8ab48f213e01f33c3af0b34a0cc0e4fba9349,"Drug-target interaction prediction: databases, web servers and computational models","Identification of drug-target interactions is an important process in drug discovery. Although high-throughput screening and other biological assays are becoming available, experimental methods for drug-target interaction identification remain to be extremely costly, time-consuming and challenging even nowadays. Therefore, various computational models have been developed to predict potential drug-target associations on a large scale. In this review, databases and web servers involved in drug-target identification and drug discovery are summarized. In addition, we mainly introduced some state-of-the-art computational models for drug-target interactions prediction, including network-based method, machine learning-based method and so on. Specially, for the machine learning-based method, much attention was paid to supervised and semi-supervised models, which have essential difference in the adoption of negative samples. Although significant improvements for drug-target interaction prediction have been obtained by many effective computational models, both network-based and machine learning-based methods have their disadvantages, respectively. Furthermore, we discuss the future directions of the network-based drug discovery and network approach for personalized drug discovery based on personalized medicine, genome sequencing, tumor clone-based network and cancer hallmark-based network. Finally, we discussed the new evaluation validation framework and the formulation of drug-target interactions prediction problem by more realistic regression formulation based on quantitative bioactivity data.",2016,89,361,8,true,Computer Science,48283613,Xing Chen,7590116,C. Yan,Medicine,,2130057502,Xiaotian Zhang,2115462781,Xu Zhang,152130996,Feng Dai,2111611501,Jian Yin,1699819,Yongdong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65d3e7fa7b452611aa729ac789d4373d6ee505b0,https://www.semanticscholar.org/paper/65d3e7fa7b452611aa729ac789d4373d6ee505b0,fastMRI: An Open Dataset and Benchmarks for Accelerated MRI,"Accelerating Magnetic Resonance Imaging (MRI) by taking fewer measurements has the potential to reduce medical costs, minimize stress to patients and make MRI possible in applications where it is currently prohibitively slow or expensive. We introduce the fastMRI dataset, a large-scale collection of both raw MR measurements and clinical MR images, that can be used for training and evaluation of machine-learning approaches to MR image reconstruction. By introducing standardized evaluation criteria and a freely-accessible dataset, our goal is to help the community make rapid advances in the state of the art for MR image reconstruction. We also provide a self-contained introduction to MRI for machine learning researchers with no medical imaging background.",2018,63,402,65,false,Computer Science,3105120,Jure Zbontar,3597472,F. Knoll,Engineering,Physics,8401284,Anuroop Sriram,2954796,Matthew Muckley,145219594,M. Bruno,34597877,Aaron Defazio,48674611,Marc Parente,2376144,Krzysztof J Geras,51983841,Joe Katsnelson,2382287,H. Chandarana,2476328,Zizhao Zhang,3325894,M. Drozdzal,144290131,Adriana Romero,Mathematics,2066127975,Michael G. Rabbat,145467703,Pascal Vincent,2064937515,James Pinkerton,2111247556,Duo Wang,6584461,N. Yakubova,2057049036,Erich Owens,1699161,C. L. Zitnick,5677770,M. Recht,2827060,D. Sodickson,2376478,Y. Lui
d4632690af6cb5522f6895586c16cb741e0757c5,https://www.semanticscholar.org/paper/d4632690af6cb5522f6895586c16cb741e0757c5,The Pyramid Match Kernel: Efficient Learning with Sets of Features,"In numerous domains it is useful to represent a single example by the set of the local features or parts that comprise it. However, this representation poses a challenge to many conventional machine learning techniques, since sets may vary in cardinality and elements lack a meaningful ordering. Kernel methods can learn complex functions, but a kernel over unordered set inputs must somehow solve for correspondences---generally a computationally expensive task that becomes impractical for large set sizes. We present a new fast kernel function called the pyramid match that measures partial match similarity in time linear in the number of features. The pyramid match maps unordered feature sets to multi-resolution histograms and computes a weighted histogram intersection in order to find implicit correspondences based on the finest resolution histogram cell where a matched pair first appears. We show the pyramid match yields a Mercer kernel, and we prove bounds on its error relative to the optimal partial matching cost. We demonstrate our algorithm on both classification and regression tasks, including object recognition, 3-D human pose inference, and time of publication estimation for documents, and we show that the proposed method is accurate and significantly more efficient than current approaches.",2007,69,385,46,false,Computer Science,1794409,K. Grauman,1753210,Trevor Darrell,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36652428740cd30d245d55889f01a7fb04a91c93,https://www.semanticscholar.org/paper/36652428740cd30d245d55889f01a7fb04a91c93,Deeper Insights into Graph Convolutional Networks for Semi-Supervised Learning,"
 
 Many interesting problems in machine learning are being revisited with new deep learning tools. For graph-based semi-supervised learning, a recent important development is graph convolutional networks (GCNs), which nicely integrate local vertex features and graph topology in the convolutional layers. Although the GCN model compares favorably with other state-of-the-art methods, its mechanisms are not clear and it still requires considerable amount of labeled data for validation and model selection. In this paper, we develop deeper insights into the GCN model and address its fundamental limits. First, we show that the graph convolution of the GCN model is actually a special form of Laplacian smoothing, which is the key reason why GCNs work, but it also brings potential concerns of over-smoothing with many convolutional layers. Second, to overcome the limits of the GCN model with shallow architectures, we propose both co-training and self-training approaches to train GCNs. Our approaches significantly improve GCNs in learning with very few labels, and exempt them from requiring additional labels for validation. Extensive experiments on benchmarks have verified our theory and proposals.
 
",2018,33,1387,151,true,Computer Science,35692225,Qimai Li,40592359,Zhichao Han,Mathematics,,19195265,Xiao-Ming Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
